Weight, Height, Type of Sportsman
60.0,1.75, {'cyclist'}
76.20351816,1.524, {'rugby player'}
82.1016,1.8034, {'other'}
113.4,2.1082, {'basketball player'}
77.112,1.8288, {'basketball player'}
86.184,1.8288, {'hockey player'}
95.256,1.8796, {'other'}
81.648,1.8288, {'hockey player'}
104.328,1.8796, {'other'}
104.0,1.97, {'rugby player'}
105.0,1.89, {'rugby player'}
79.38,1.8288, {'other'}
79.38,1.905, {'basketball player'}
74.844,1.7272, {'hockey player'}
86.184,1.8542, {'other'}
79.38,1.778, {'other'}
90.26639999999999,1.8288, {'hockey player'}
102.06,2.0574, {'basketball player'}
86.184,1.7526, {'other'}
97.524,1.905, {'other'}
73.0,1.83, {'cyclist'}
88.452,2.0066, {'basketball player'}
88.9056,1.8034, {'other'}
65.9988,1.8034, {'martial artist'}
86.184,1.8288, {'hockey player'}
120.204,1.9304, {'martial artist'}
63.504,1.778, {'martial artist'}
77.112,1.778, {'other'}
87.54480000000001,1.8288, {'other'}
102.06,1.8542, {'other'}
104.78160000000001,2.1336, {'basketball player'}
141.5232,1.9304, {'other'}
55.0,1.7, {'badminton player'}
86.184,1.8288, {'hockey player'}
92.988,1.8796, {'hockey player'}
90.72,1.8542, {'hockey player'}
79.8336,1.8542, {'other'}
95.0,1.89, {'rugby player'}
60.0,1.74, {'cyclist'}
82.1016,1.8542, {'other'}
90.0,1.78, {'rugby player'}
144.2448,1.9558, {'other'}
93.8952,1.8034, {'hockey player'}
91.0,1.85, {'rugby player'}
97.0,1.83, {'rugby player'}
98.4312,1.8542, {'other'}
102.06,1.8796, {'hockey player'}
108.864,1.8796, {'other'}
82.55381134,1.524, {'rugby player'}
83.916,1.905, {'basketball player'}
113.4,1.778, {'golf player'}
78.0,1.9, {'swimmer'}
92.988,1.905, {'other'}
104.328,1.905, {'other'}
114.0,1.86, {'rugby player'}
93.8952,1.8288, {'rower'}
79.38,1.778, {'golf player'}
108.864,1.778, {'wrestler'}
80.2872,1.8288, {'hockey player'}
83.916,1.8542, {'golf player'}
82.1016,1.7526, {'other'}
93.0,1.83, {'rugby player'}
117.936,1.8288, {'rugby player'}
126.1008,2.0827999999999998, {'basketball player'}
95.0,1.78, {'rugby player'}
82.5552,1.8288, {'other'}
87.0912,1.8288, {'other'}
117.936,2.1082, {'basketball player'}
122.472,1.905, {'wrestler'}
95.256,1.9304, {'basketball player'}
116.0,1.82, {'rugby player'}
79.38,1.778, {'hockey player'}
102.96719999999999,2.0574, {'basketball player'}
104.78160000000001,1.8542, {'other'}
79.38,1.905, {'golf player'}
86.184,1.8034, {'hockey player'}
77.0,1.78, {'tennis player'}
148.7808,1.9558, {'other'}
100.69919999999999,1.905, {'wrestler'}
134.7192,1.9557999999999998, {'wrestler'}
81.648,1.8034, {'other'}
103.4208,1.8796, {'other'}
98.8848,1.905, {'other'}
83.0,1.7, {'rugby player'}
102.0,1.8, {'rugby player'}
77.112,1.8796, {'basketball player'}
106.596,1.8542, {'other'}
103.4208,1.9304, {'hockey player'}
70.0,1.8, {'other'}
94.3488,1.8034, {'other'}
79.38,1.8796, {'basketball player'}
141.0696,1.9558, {'other'}
111.132,2.1336, {'basketball player'}
87.99839999999999,1.8034, {'other'}
72.576,1.778, {'other'}
114.0,1.81, {'rugby player'}
85.27680000000001,2.032, {'basketball player'}
82.1016,1.8288, {'other'}
88.9056,1.8796, {'hockey player'}
75.0,1.88, {'cyclist'}
100.69919999999999,2.032, {'basketball player'}
111.132,2.0827999999999998, {'basketball player'}
99.792,2.0574, {'basketball player'}
90.72,1.8034, {'other'}
74.844,1.778, {'other'}
100.24560000000001,1.9304, {'other'}
83.916,1.8034, {'basketball player'}
147.42,1.9558, {'other'}
88.452,1.905, {'basketball player'}
72.576,1.8288, {'other'}
70.308,1.778, {'martial artist'}
61.0,1.76, {'swimmer'}
83.916,1.8542, {'basketball player'}
105.0,1.78, {'other'}
125.0,1.78, {'wrestler'}
76.0,1.72, {'archer'}
100.0,1.64, {'other'}
82.0,1.95, {'volleyball player'}
78.0,1.93, {'volleyball player'}
92.0,1.94, {'handball player'}
69.0,1.7, {'swimmer'}
68.0,1.78, {'other'}
57.0,1.71, {'fencer'}
63.0,1.7, {'swimmer'}
60.0,1.524, {'swimmer'}
120.0,2.08, {'basketball player'}
100.0,1.92, {'rugby player'}
91.6272,1.778, {'basketball player'}
90.26639999999999,1.905, {'basketball player'}
87.0,1.86, {'swimmer'}
92.988,1.9304, {'basketball player'}
56.0,1.64, {'weightlifter'}
61.0,1.6, {'other'}
52.164,1.65, {'martial artist'}
108.864,1.905, {'other'}
83.916,1.9304, {'basketball player'}
70.0,1.71, {'volleyball player'}
63.9576,1.524, {'other'}
98.0,1.85, {'rugby player'}
57.0,1.64, {'boxer'}
99.792,2.0574, {'basketball player'}
70.0,1.73, {'wrestler'}
44.0,1.64, {'other'}
53.9784,1.524, {'swimmer'}
122.472,1.905, {'other'}
106.1424,2.032, {'basketball player'}
54.0,1.68, {'boxer'}
48.0,1.5, {'weightlifter'}
90.0,1.8, {'other'}
60.0,1.78, {'volleyball player'}
112.0,1.81, {'rugby player'}
54.0,1.7, {'other'}
132.9048,1.8034, {'wrestler'}
89.81280000000001,1.9304, {'basketball player'}
86.184,1.905, {'basketball player'}
85.0,1.75, {'other'}
125.1936,1.9812, {'other'}
107.0,1.88, {'rower'}
82.55381134,1.8034, {'wrestler'}
91.6272,1.7526, {'wrestler'}
83.00880000000001,1.8034, {'wrestler'}
83.916,1.778, {'wrestler'}
81.648,1.8288, {'basketball player'}
87.99839999999999,1.8542, {'other'}
106.596,1.9812, {'hockey player'}
70.0,1.75, {'swimmer'}
124.0,1.88, {'rugby player'}
76.20351816,1.7526, {'rugby player'}
84.0,1.84, {'rugby player'}
90.0,1.8, {'rugby player'}
85.0,1.84, {'rugby player'}
78.0,1.79, {'other'}
82.55381134,1.524, {'rugby player'}
75.0,1.73, {'rugby player'}
90.0,1.85, {'rugby player'}
115.0,1.81, {'rugby player'}
112.0,1.98, {'rugby player'}
84.0,1.78, {'rugby player'}
86.184,1.8288, {'other'}
108.0,1.8288, {'rugby player'}
82.0,1.88, {'volleyball player'}
110.0,1.93, {'rugby player'}
110.0,2.01, {'rugby player'}
70.0,1.7, {'other'}
69.0,1.63, {'other'}
90.0,1.94, {'swimmer'}
108.864,2.0827999999999998, {'basketball player'}
76.0,1.73, {'rugby player'}
100.0,1.85, {'rugby player'}
108.0,1.86, {'rugby player'}
87.0,1.8, {'rugby player'}
60.7824,1.778, {'basketball player'}
77.0,1.778, {'martial artist'}
81.0,1.85, {'hockey player'}
99.792,2.032, {'basketball player'}
75.0,1.7, {'golf player'}
48.0816,1.6002, {'martial artist'}
63.0,1.68, {'other'}
80.74080000000001,1.8034, {'other'}
84.8232,1.905, {'other'}
60.0,1.6, {'volleyball player'}
117.936,1.8542, {'wrestler'}
116.1216,1.8796, {'wrestler'}
141.0,1.95, {'wrestler'}
131.544,2.0066, {'wrestler'}
137.4408,1.8796, {'wrestler'}
115.2144,1.8796, {'wrestler'}
113.4,2.0574, {'basketball player'}
53.0712,1.6764000000000001, {'other'}
86.0,1.77, {'rower'}
90.72,2.0066, {'basketball player'}
103.0,1.99, {'handball player'}
73.0,1.85, {'swimmer'}
80.74080000000001,1.8288, {'golf player'}
59.8752,1.524, {'swimmer'}
48.0,1.65, {'other'}
62.0,1.7, {'other'}
79.8336,1.8796, {'basketball player'}
49.896,1.55, {'other'}
40.0,1.58, {'shooter'}
62.0,1.72, {'other'}
67.0,1.75, {'shooter'}
69.0,1.58, {'other'}
125.0,1.86, {'other'}
73.0,1.71, {'rugby player'}
88.452,1.778, {'hockey player'}
77.0,0.0, {'other'}
65.0,1.69, {'shooter'}
81.648,1.8034, {'other'}
68.0,1.8, {'other'}
74.0,1.75, {'other'}
125.0,1.93, {'wrestler'}
90.0,1.94, {'handball player'}
90.72,1.9812, {'basketball player'}
65.0,1.78, {'handball player'}
94.0,2.11, {'volleyball player'}
60.0,1.7272, {'volleyball player'}
76.0,1.83, {'golf player'}
52.0,1.67, {'other'}
52.0,1.6, {'swimmer'}
75.2976,1.7526, {'hockey player'}
66.0,1.71, {'volleyball player'}
77.0,1.88, {'volleyball player'}
60.0,1.68, {'volleyball player'}
81.0,1.93, {'volleyball player'}
87.0912,1.8669, {'hockey player'}
90.0,1.8, {'handball player'}
58.1,1.47, {'cyclist'}
75.0,1.86, {'volleyball player'}
58.0,1.67, {'volleyball player'}
88.9056,1.8542, {'hockey player'}
69.8544,1.7272, {'hockey player'}
99.792,2.1082, {'basketball player'}
55.0,1.66, {'other'}
83.0,1.91, {'volleyball player'}
62.0,1.67, {'swimmer'}
65.0,1.71, {'tennis player'}
63.0,1.74, {'swimmer'}
81.0,1.96, {'volleyball player'}
55.7928,1.6764000000000001, {'other'}
70.0,1.8, {'golf player'}
58.968,1.651, {'other'}
81.648,1.8542, {'hockey player'}
81.0,1.82, {'other'}
98.0,1.81, {'wrestler'}
53.0,1.6, {'shooter'}
94.0,1.96, {'volleyball player'}
68.0,1.82, {'swimmer'}
74.0,1.85, {'volleyball player'}
57.0,1.65, {'other'}
73.0,1.75, {'swimmer'}
74.0,1.76, {'wrestler'}
81.648,1.8796, {'basketball player'}
87.54480000000001,1.8542, {'other'}
64.0,1.75, {'golf player'}
74.0,1.73, {'shooter'}
95.256,2.0574, {'basketball player'}
65.772,1.7018, {'martial artist'}
52.0,1.6, {'tennis player'}
92.0808,2.05105, {'basketball player'}
82.1016,1.7399, {'hockey player'}
84.0,1.8, {'wrestler'}
60.0,1.68, {'fencer'}
67.0,1.71, {'boxer'}
51.0,1.7, {'boxer'}
83.46239999999999,1.778, {'hockey player'}
56.8,1.78, {'volleyball player'}
78.0,1.75, {'rower'}
36.0,1.54, {'diver'}
73.0,0.0, {'other'}
117.0,1.87, {'rugby player'}
55.0,1.62, {'shooter'}
64.0,1.57, {'other'}
78.0192,1.7907, {'hockey player'}
95.0,1.99, {'volleyball player'}
62.0,1.63, {'rower'}
98.0,1.79, {'other'}
74.0,1.77, {'golf player'}
81.648,1.778, {'hockey player'}
56.7,1.6256, {'other'}
69.0,1.76, {'hockey player'}
83.916,1.905, {'hockey player'}
84.8232,1.905, {'hockey player'}
57.1536,1.524, {'swimmer'}
76.2048,1.7526, {'hockey player'}
81.648,1.8034, {'other'}
71.2152,1.651, {'other'}
65.0,1.82, {'volleyball player'}
50.0,1.58, {'swimmer'}
55.0,1.65, {'other'}
55.0,1.56, {'table tennis player'}
66.0,1.73, {'wrestler'}
74.844,1.8796, {'basketball player'}
59.0,1.65, {'shooter'}
77.0,1.87, {'volleyball player'}
66.0,1.77, {'table tennis player'}
75.0,1.82, {'swimmer'}
65.772,1.7272, {'wrestler'}
63.9576,1.524, {'swimmer'}
63.0,1.71, {'pentathlete'}
70.0,1.79, {'volleyball player'}
68.04,1.524, {'other'}
59.8752,1.524, {'swimmer'}
92.0808,1.905, {'other'}
78.9264,1.8034, {'other'}
70.0,1.69, {'other'}
72.0,1.82, {'volleyball player'}
72.0,1.9, {'volleyball player'}
64.0,1.73, {'swimmer'}
58.0,1.62, {'handball player'}
60.0,1.74, {'other'}
71.0,1.76, {'fencer'}
70.0,1.75, {'golf player'}
82.5552,1.8034, {'golf player'}
100.0,1.84, {'other'}
65.0,1.65, {'other'}
72.0,1.8, {'volleyball player'}
63.0,1.6, {'weightlifter'}
70.308,1.7526, {'other'}
87.0912,1.8288, {'other'}
75.0,1.82, {'volleyball player'}
92.0808,1.8796, {'hockey player'}
62.0,1.66, {'other'}
118.0,1.92, {'other'}
73.0,1.78, {'volleyball player'}
87.0912,1.8288, {'hockey player'}
58.0,1.65, {'other'}
104.328,2.1082, {'basketball player'}
58.968,1.524, {'swimmer'}
61.6896,1.6764000000000001, {'basketball player'}
54.0,1.65, {'boxer'}
84.3696,1.8034, {'hockey player'}
53.0,1.63, {'swimmer'}
60.0,1.65, {'shooter'}
73.0,1.92, {'volleyball player'}
95.0,2.0, {'volleyball player'}
57.0,1.6, {'other'}
84.0,1.91, {'other'}
43.0,1.53, {'other'}
83.46239999999999,1.75895, {'hockey player'}
80.0,1.93, {'volleyball player'}
49.0,1.54, {'other'}
74.844,1.8034, {'golf player'}
54.0,1.6, {'swimmer'}
49.9,1.63, {'other'}
36.288,1.397, {'other'}
95.0,1.83, {'rugby player'}
99.792,2.1082, {'basketball player'}
56.7,1.6002, {'wrestler'}
70.0,1.66, {'rower'}
72.0,1.93, {'volleyball player'}
61.0,1.79, {'other'}
80.0,1.81, {'other'}
60.3288,1.778, {'wrestler'}
61.0,1.7, {'other'}
83.916,1.8034, {'hockey player'}
106.1424,1.8288, {'martial artist'}
82.1016,1.8034, {'hockey player'}
64.8648,1.6256, {'martial artist'}
83.916,1.7526, {'hockey player'}
78.0192,1.8288, {'hockey player'}
99.0,1.87, {'other'}
78.0192,1.7272, {'hockey player'}
84.8232,1.8034, {'other'}
103.8744,1.9431, {'hockey player'}
100.69919999999999,2.032, {'basketball player'}
87.99839999999999,1.778, {'other'}
113.4,1.905, {'martial artist'}
135.6264,1.9304, {'other'}
67.0,1.72, {'golf player'}
62.5968,1.651, {'martial artist'}
90.0,1.8, {'other'}
70.308,1.7018, {'other'}
131.544,1.905, {'wrestler'}
207.7488,1.8288, {'wrestler'}
111.132,1.778, {'wrestler'}
105.23519999999999,1.8034, {'wrestler'}
72.0,1.81, {'handball player'}
58.0,1.68, {'handball player'}
76.0,1.88, {'volleyball player'}
66.0,1.78, {'handball player'}
70.0,1.86, {'volleyball player'}
73.0,1.78, {'swimmer'}
98.0,1.84, {'rugby player'}
94.0,1.78, {'rugby player'}
95.0,1.85, {'rugby player'}
84.0,1.9, {'other'}
77.0,1.69, {'wrestler'}
76.0,1.72, {'wrestler'}
104.328,1.8288, {'other'}
100.69919999999999,1.9304, {'other'}
86.184,1.778, {'other'}
104.328,1.8288, {'other'}
66.0,1.73, {'other'}
56.0,1.7, {'other'}
60.7824,1.8034, {'hockey player'}
65.0,1.68, {'shooter'}
104.0,1.72, {'golf player'}
62.0,1.71, {'other'}
109.0,1.9812, {'rugby player'}
80.0,1.91, {'other'}
133.812,1.9812, {'other'}
83.916,1.8542, {'other'}
85.27680000000001,1.8034, {'wrestler'}
90.72,1.9812, {'basketball player'}
103.0,1.83, {'rugby player'}
77.5656,1.778, {'hockey player'}
97.97760000000001,1.8542, {'hockey player'}
95.256,1.8542, {'hockey player'}
93.8952,1.8288, {'other'}
86.184,1.8542, {'other'}
87.99839999999999,1.8034, {'hockey player'}
115.0,1.87, {'other'}
87.99839999999999,1.905, {'hockey player'}
87.0912,1.778, {'other'}
84.8232,1.8542, {'hockey player'}
88.9056,1.8542, {'hockey player'}
79.8336,1.8034, {'hockey player'}
95.0,2.02, {'volleyball player'}
125.0,1.98, {'rugby player'}
92.0808,1.8288, {'hockey player'}
92.988,1.8796, {'hockey player'}
66.6792,1.7526, {'hockey player'}
98.8848,1.905, {'hockey player'}
77.112,1.8288, {'hockey player'}
88.9056,1.8796, {'other'}
69.8544,1.8034, {'hockey player'}
115.2144,1.79, {'martial artist'}
87.0912,1.905, {'hockey player'}
94.80239999999999,1.8288, {'hockey player'}
81.19439999999999,1.778, {'hockey player'}
93.8952,1.8288, {'other'}
83.00880000000001,1.8288, {'hockey player'}
104.328,1.9304, {'hockey player'}
73.9368,1.778, {'hockey player'}
100.0,1.86, {'rugby player'}
112.4928,2.0574, {'basketball player'}
80.74080000000001,1.7526, {'hockey player'}
98.0,1.87, {'rugby player'}
90.72,1.8034, {'hockey player'}
86.184,1.8288, {'golf player'}
86.184,1.9304, {'basketball player'}
95.256,1.8796, {'hockey player'}
88.452,1.8288, {'other'}
82.5552,1.8288, {'other'}
92.988,1.8288, {'other'}
95.2543977,1.7526, {'rugby player'}
92.988,1.8542, {'hockey player'}
87.0,1.94, {'swimmer'}
103.0,1.88, {'rugby player'}
102.06,1.9812, {'basketball player'}
78.9264,1.8288, {'swimmer'}
86.184,1.8034, {'other'}
90.72,1.905, {'golf player'}
90.72,2.0066, {'basketball player'}
93.0,1.82, {'rugby player'}
57.0,1.68, {'boxer'}
70.0,1.65, {'other'}
75.0,1.72, {'other'}
58.0,1.66, {'swimmer'}
64.0,1.76, {'swimmer'}
49.0,1.63, {'other'}
63.0,1.79, {'swimmer'}
57.0,1.57, {'other'}
61.0,1.73, {'swimmer'}
62.0,1.73, {'swimmer'}
115.0,1.75, {'rugby player'}
95.0,2.03, {'volleyball player'}
70.0,1.83, {'martial artist'}
87.0,1.84, {'rugby player'}
69.8544,1.7018, {'wrestler'}
79.0,1.9, {'volleyball player'}
64.0,1.79, {'boxer'}
61.0,1.68, {'handball player'}
58.0,1.71, {'handball player'}
60.0,1.68, {'handball player'}
78.0,1.94, {'volleyball player'}
63.0,1.75, {'volleyball player'}
57.0,1.68, {'other'}
74.844,1.7272, {'martial artist'}
83.00880000000001,1.8796, {'basketball player'}
85.27680000000001,1.8034, {'other'}
70.308,1.7018, {'basketball player'}
60.0,1.57, {'other'}
52.0,1.57, {'swimmer'}
80.7,1.78, {'cyclist'}
75.0,1.7, {'golf player'}
82.0,1.66, {'golf player'}
80.0,1.8, {'golf player'}
90.0,1.8, {'martial artist'}
56.7,1.5748000000000002, {'martial artist'}
83.00880000000001,1.8034, {'other'}
82.0,1.9, {'other'}
70.0,1.81, {'cyclist'}
78.9264,1.8288, {'hockey player'}
70.0,1.74, {'other'}
120.0,1.94, {'rower'}
106.596,1.9812, {'other'}
59.0,1.69, {'other'}
77.0,1.75, {'other'}
72.0,1.76, {'other'}
86.0,1.93, {'other'}
80.0,1.89, {'swimmer'}
78.0,1.82, {'other'}
70.0,1.81, {'cyclist'}
84.8232,1.905, {'hockey player'}
72.1224,1.7018, {'other'}
67.0,1.84, {'volleyball player'}
86.184,1.8796, {'hockey player'}
72.0,1.8, {'other'}
74.0,1.88, {'volleyball player'}
66.0,1.83, {'volleyball player'}
102.06,2.0066, {'basketball player'}
77.0,1.84, {'other'}
82.0,1.89, {'other'}
88.0,1.91, {'other'}
85.0,1.91, {'other'}
74.0,1.8, {'other'}
101.0,1.87, {'other'}
83.00880000000001,1.8034, {'hockey player'}
84.8232,1.8288, {'hockey player'}
85.0,1.9, {'swimmer'}
75.0,1.77, {'cyclist'}
61.0,1.64, {'other'}
112.0,1.78, {'rugby player'}
70.0,1.97, {'surfer'}
66.0,1.76, {'cyclist'}
110.0,1.86, {'rower'}
70.0,1.68, {'wrestler'}
95.0,1.9, {'rower'}
103.0,1.98, {'handball player'}
88.0,1.76, {'rower'}
48.0,1.65, {'rower'}
60.0,1.59, {'other'}
97.524,2.0066, {'basketball player'}
102.06,2.0574, {'basketball player'}
77.112,1.8288, {'biathlete'}
94.0,1.96, {'handball player'}
77.5656,1.8034, {'hockey player'}
75.0,1.91, {'basketball player'}
82.1016,1.8034, {'hockey player'}
87.0,2.0, {'volleyball player'}
70.0,1.74, {'other'}
129.276,2.1082, {'basketball player'}
97.07039999999999,1.8288, {'swimmer'}
69.0,1.83, {'volleyball player'}
165.564,1.8288, {'wrestler'}
61.0,1.64, {'swimmer'}
77.0,1.79, {'other'}
71.0,1.71, {'handball player'}
68.0,1.73, {'other'}
102.06,1.905, {'wrestler'}
65.0,1.74, {'other'}
66.0,1.76, {'golf player'}
63.0,1.7, {'other'}
85.0,1.95, {'other'}
90.72,1.8796, {'hockey player'}
85.0,1.83, {'other'}
72.0,1.79, {'other'}
91.0,1.98, {'volleyball player'}
56.0,1.57, {'other'}
91.6272,1.8542, {'other'}
81.0,1.94, {'volleyball player'}
87.0912,1.8288, {'hockey player'}
119.7504,1.8796, {'martial artist'}
96.1632,1.9812, {'basketball player'}
125.0,1.99, {'rugby player'}
100.0,1.89, {'rugby player'}
94.0,1.9, {'rugby player'}
85.0,1.84, {'other'}
101.6064,2.032, {'basketball player'}
85.0,1.74, {'rugby player'}
70.0,1.8, {'cyclist'}
61.236,1.7018, {'martial artist'}
96.1632,1.8288, {'wrestler'}
55.0,1.64, {'other'}
70.0,1.77, {'swimmer'}
78.0192,1.7526, {'other'}
50.0,1.65, {'other'}
100.0,1.93, {'wrestler'}
69.8544,1.6764000000000001, {'martial artist'}
100.0,1.86, {'martial artist'}
70.0,1.71, {'golf player'}
65.772,1.7018, {'martial artist'}
69.0,1.72, {'golf player'}
62.0,1.75, {'golf player'}
98.0,1.83, {'wrestler'}
75.0,1.71, {'volleyball player'}
80.0,1.8, {'wrestler'}
99.0,1.87, {'other'}
90.0,1.75, {'wrestler'}
67.0,1.72, {'other'}
78.0,1.76, {'other'}
74.844,1.7018, {'martial artist'}
100.0,1.8, {'other'}
110.0,1.82, {'wrestler'}
51.0,1.62, {'table tennis player'}
116.0,1.81, {'rugby player'}
99.792,2.0574, {'basketball player'}
108.864,1.7272, {'wrestler'}
32.0,1.4, {'other'}
79.38,1.8288, {'other'}
64.0,1.74, {'swimmer'}
71.0,1.82, {'cyclist'}
60.0,1.73, {'cyclist'}
106.0,1.9304, {'rugby player'}
111.0,1.88, {'rugby player'}
90.0,1.88, {'other'}
91.0,1.85, {'wrestler'}
80.0,1.76, {'volleyball player'}
81.0,1.97, {'volleyball player'}
61.0,1.7, {'martial artist'}
113.4,1.8034, {'wrestler'}
96.1632,1.9558, {'other'}
86.0,1.85, {'swimmer'}
73.0,1.71, {'swimmer'}
102.0,1.83, {'rugby player'}
74.844,1.8034, {'other'}
86.184,1.8034, {'hockey player'}
80.0,1.8, {'other'}
81.648,1.7526, {'other'}
83.0,1.8, {'handball player'}
103.78367999999999,2.0066, {'basketball player'}
74.844,1.7526, {'hockey player'}
48.0,1.62, {'other'}
71.0,1.81, {'other'}
81.0,2.0, {'other'}
78.0,1.9, {'other'}
70.0,1.84, {'other'}
83.00880000000001,1.8288, {'hockey player'}
72.0,1.79, {'swimmer'}
94.80239999999999,1.8288, {'hockey player'}
78.9264,1.8034, {'hockey player'}
92.0808,1.8542, {'other'}
73.0296,1.8034, {'other'}
72.0,1.74, {'other'}
84.3696,1.8288, {'hockey player'}
109.0,1.88, {'martial artist'}
80.74080000000001,1.8161, {'hockey player'}
63.0,1.66, {'other'}
98.0,1.9, {'handball player'}
86.184,1.8288, {'other'}
84.8232,1.8288, {'hockey player'}
82.1016,1.8034, {'hockey player'}
88.9056,1.8034, {'hockey player'}
125.0,2.0, {'rugby player'}
84.0,196.0, {'volleyball player'}
110.2248,1.8288, {'hockey player'}
81.0,1.85, {'swimmer'}
80.0,1.85, {'shooter'}
81.648,1.8288, {'other'}
89.3592,1.7526, {'rugby player'}
82.1016,1.8288, {'hockey player'}
78.9264,1.778, {'hockey player'}
78.9264,1.8288, {'hockey player'}
74.0,1.78, {'wrestler'}
88.452,1.8034, {'hockey player'}
101.0,2.05, {'volleyball player'}
79.8336,1.8542, {'hockey player'}
81.19439999999999,1.8288, {'hockey player'}
84.8232,1.8288, {'other'}
94.0,1.88, {'other'}
98.0,1.78, {'other'}
76.2048,1.7526, {'hockey player'}
78.0,1.88, {'swimmer'}
87.0912,1.8288, {'hockey player'}
